,Unnamed: 0,attributes.GoodForKids,attributes.BikeParking,attributes.Caters,attributes.Alcohol,is_open,attributes.RestaurantsDelivery,attributes.Corkage,business_id,attributes.ByAppointmentOnly,attributes.AgesAllowed,attributes.RestaurantsTakeOut,attributes.RestaurantsTableService,attributes.WiFi,attributes.Smoking,attributes.Open24Hours,attributes.DietaryRestrictions,attributes.Music,attributes.Ambience,categories,attributes.HairSpecializesIn,attributes.NoiseLevel,attributes.BestNights,attributes.CoatCheck,attributes.RestaurantsCounterService,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.BYOBCorkage,attributes.RestaurantsReservations,attributes.DriveThru,attributes.HasTV,attributes.BusinessAcceptsBitcoin,attributes.RestaurantsGoodForGroups,attributes.RestaurantsAttire,attributes.BusinessAcceptsCreditCards,state,attributes.DogsAllowed,attributes.GoodForDancing,attributes,attributes.GoodForMeal,city,attributes.BYOB,attributes.OutdoorSeating,attributes.RestaurantsPriceRange2,attributes.AcceptsInsurance,Unnamed: 0.1,stars,user_id
594,649,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,576338,5,qWlW18UknCURXtAnXIiZVA
595,650,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,585412,5,4bBrUmJa09PaJS-0n8pq2Q
596,651,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,590404,5,BUNr5E50BIMYqfVowxIdUA
597,652,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,602227,5,O53CvjZxXCphl7psjeTc-w
598,653,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,603905,5,4Afv8t2gtNeSDq_9mRr4gA
599,654,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,609149,5,Jm6E5waG1QU-9kYc-B4l4A
600,655,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,610777,4,nZVZPH9CMx2347sov9XbFw
601,656,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,611883,5,6IGn6KEcwwqjov8wvdWyag
602,657,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,617600,5,w8DCtgrcBsU8gxsixZNbxg
603,658,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,618416,5,yL2-drNyd87mm34yv2ayVg
604,659,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,631411,5,HKzNFUuRQ5dUzF1SazXYEQ
605,660,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,632496,5,Rm-b72fXEUUGKLFTg-6UHQ
606,661,False,False,,u'full_bar',1,,,KWywu2tTEPWmR9JnBc0WyQ,,,,,,,,,"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","Nightlife, Arts & Entertainment, Bars, Strip Clubs, Adult Entertainment, Dance Clubs",,'loud',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,,True,,True,,True,,True,NV,,True,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True'}",,Las Vegas,,True,2.0,,638092,5,BmRhR6qTwAFkcspH3BgvHQ
607,662,True,,,,1,False,,1RHY4K3BD22FK7Cfftn8Mg,,,True,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","Sandwiches, Salad, Restaurants, Burgers, Comfort Food",,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,False,False,,True,,True,PA,,,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False'}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",Pittsburgh,,False,1.0,,16466,5,2cFhjAZmAeOex5uHhqw_jw
608,663,True,,,,1,False,,1RHY4K3BD22FK7Cfftn8Mg,,,True,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","Sandwiches, Salad, Restaurants, Burgers, Comfort Food",,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,False,False,,True,,True,PA,,,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False'}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",Pittsburgh,,False,1.0,,52069,2,duaUAAQXeNO9Xwz6u-_exQ
609,664,True,,,,1,False,,1RHY4K3BD22FK7Cfftn8Mg,,,True,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","Sandwiches, Salad, Restaurants, Burgers, Comfort Food",,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,False,False,,True,,True,PA,,,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False'}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",Pittsburgh,,False,1.0,,78607,5,YRsBmZhGPBOLUpy04hBGdA
610,665,True,,,,1,False,,1RHY4K3BD22FK7Cfftn8Mg,,,True,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","Sandwiches, Salad, Restaurants, Burgers, Comfort Food",,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,False,False,,True,,True,PA,,,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False'}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",Pittsburgh,,False,1.0,,110352,1,PhhE1oerZxThQWoRBSm8VA
611,666,True,,,,1,False,,1RHY4K3BD22FK7Cfftn8Mg,,,True,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","Sandwiches, Salad, Restaurants, Burgers, Comfort Food",,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,False,False,,True,,True,PA,,,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False'}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",Pittsburgh,,False,1.0,,156477,5,VYs7jIdZkkVIsnGt-kKM6w
612,667,True,,,,1,False,,1RHY4K3BD22FK7Cfftn8Mg,,,True,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","Sandwiches, Salad, Restaurants, Burgers, Comfort Food",,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,False,False,,True,,True,PA,,,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False'}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",Pittsburgh,,False,1.0,,201504,5,q8WineBhyokkINxZmiYemg
